sneakerId,brand,sneakerName,price,releaseDate,size,buyerRegion
1,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,"$1,097",9/24/16,11,California
2,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$685,11/23/16,11,California
3,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$690,11/23/16,11,California
4,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,"$1,075",11/23/16,11.5,Kentucky
5,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$828,2/11/17,11,Rhode Island
6,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$798,2/11/17,8.5,Michigan
7,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$784,12/17/16,11,California
8,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,10,New York
9,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$465,4/29/17,11,Kansas
10,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$465,4/29/17,11,Florida
11,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$515,4/29/17,11.5,New Jersey
12,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$473,4/29/17,10,Texas
13,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,9,Florida
14,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$570,2/25/17,14,Michigan
15,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$525,2/25/17,8,New York
16,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$658,2/25/17,11,California
17,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$650,2/25/17,11,North Carolina
18,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$610,2/25/17,10,New Jersey
19,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$589,2/25/17,9,New York
20,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$850,2/25/17,5.5,Michigan
21,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$546,2/25/17,9,Florida
22,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$586,2/25/17,9.5,Oregon
23,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$640,2/25/17,14,California
24,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$850,9/24/16,8,Alabama
25,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,$999,11/23/16,11,Kentucky
26,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$740,2/11/17,9,New York
27,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$765,2/11/17,8,New York
28,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$800,12/17/16,11.5,Kentucky
29,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,10.5,California
30,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$455,4/29/17,8.5,Oregon
31,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$479,4/29/17,10,Delaware
32,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$572,2/25/17,9,Florida
33,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$580,2/25/17,9,Virginia
34,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$590,2/25/17,14,Wisconsin
35,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$625,2/25/17,10,Texas
36,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$595,2/25/17,9,New Jersey
37,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$589,2/25/17,9,Wisconsin
38,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$635,2/25/17,11,Colorado
39,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,"$1,068",9/24/16,10,Kentucky
40,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,"$1,095",11/23/16,13,New Jersey
41,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$820,2/11/17,10,California
42,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$750,2/11/17,10.5,New York
43,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$715,12/17/16,9,Florida
44,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$870,12/17/16,12,Massachusetts
45,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$480,4/29/17,9.5,California
46,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$459,4/29/17,9,Pennsylvania
47,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$475,4/29/17,10,Massachusetts
48,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$458,4/29/17,9.5,Oregon
49,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$481,4/29/17,11,Colorado
50,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$585,2/25/17,9,Pennsylvania
51,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$650,2/25/17,13,Alabama
52,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$563,2/25/17,8,New York
53,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$695,2/25/17,5,New York
54,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$595,2/25/17,8.5,Texas
55,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$960,9/24/16,9,California
56,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$785,2/11/17,10.5,Texas
57,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$799,12/17/16,10,Texas
58,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$850,12/17/16,6.5,New Jersey
59,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$475,4/29/17,10.5,Oregon
60,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,10.5,Virginia
61,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$480,4/29/17,9.5,New Jersey
62,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$436,4/29/17,8.5,California
63,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$481,4/29/17,9.5,Louisiana
64,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$630,2/25/17,10.5,Massachusetts
65,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$650,2/25/17,12,Alabama
66,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$605,2/25/17,9.5,Washington
67,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$575,2/25/17,8.5,Georgia
68,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$659,2/25/17,11,Ohio
69,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$594,2/25/17,14,California
70,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$625,2/25/17,9.5,Colorado
71,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$530,2/25/17,8,California
72,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$870,9/24/16,6,New York
73,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$708,11/23/16,11,New Jersey
74,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,"$1,162",11/23/16,5,California
75,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$815,2/11/17,11,New York
76,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$799,2/11/17,12,California
77,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$775,12/17/16,11,Texas
78,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$700,12/17/16,9,New York
79,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$549,4/29/17,13,Texas
80,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,9.5,Oregon
81,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$475,4/29/17,9.5,Wisconsin
82,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$520,4/29/17,13,Florida
83,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$492,4/29/17,13,Texas
84,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,11,North Carolina
85,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$535,4/29/17,13,New Jersey
86,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$655,2/25/17,11,California
87,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$575,2/25/17,9,Alabama
88,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$580,2/25/17,9,Nebraska
89,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$600,2/25/17,10.5,Texas
90,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$665,2/25/17,11.5,Oklahoma
91,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$623,2/25/17,10.5,Texas
92,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$583,2/25/17,9,New York
93,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$652,2/25/17,11.5,California
94,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$904,9/24/16,7.5,Georgia
95,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$675,11/23/16,9,Ohio
96,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$697,11/23/16,10,Florida
97,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$845,2/11/17,11.5,New York
98,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$815,2/11/17,11,Georgia
99,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$650,12/17/16,7.5,California
100,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$790,12/17/16,14,Florida
101,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$456,4/29/17,10,Connecticut
102,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$475,4/29/17,9.5,New York
103,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,9,Pennsylvania
104,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$487,4/29/17,12,California
105,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$467,4/29/17,9.5,Oregon
106,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$640,2/25/17,6.5,Massachusetts
107,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$667,2/25/17,12,Ohio
108,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$749,2/25/17,12.5,Texas
109,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$655,2/25/17,11.5,California
110,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$645,2/25/17,11,Wisconsin
111,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$600,2/25/17,10,California
112,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$545,2/25/17,8,Missouri
113,Yeezy,Adidas-Yeezy-Boost-350-Low-Moonrock,"$1,230",11/14/15,10.5,Michigan
114,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$746,9/24/16,4,Oregon
115,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$699,11/23/16,9,Oregon
116,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$775,2/11/17,8,Virginia
117,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$911,2/11/17,4,Oregon
118,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$830,2/11/17,11,New Jersey
119,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$860,2/11/17,12,Ohio
120,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$720,12/17/16,10.5,New Jersey
121,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$491,4/29/17,4,Massachusetts
122,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,9,New Jersey
123,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$600,4/29/17,6,Washington
124,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$458,4/29/17,9,Rhode Island
125,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$660,2/25/17,11,Michigan
126,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$579,2/25/17,7.5,New York
127,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$615,2/25/17,10.5,New York
128,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$575,2/25/17,7,Massachusetts
129,Off-White,Nike-Air-Max-90-Off-White,"$1,600",9/9/17,8,California
130,Off-White,Nike-Air-Max-90-Off-White,"$1,090",9/9/17,11.5,New York
131,Off-White,Nike-Air-Presto-Off-White,"$1,344",9/9/17,10,New York
132,Off-White,Nike-Air-Presto-Off-White,"$1,325",9/9/17,10,Massachusetts
133,Off-White,Nike-Air-VaporMax-Off-White,"$1,800",9/9/17,12,Kentucky
134,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$920,9/24/16,8.5,New York
135,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$785,2/11/17,10,New York
136,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$875,2/11/17,11.5,Georgia
137,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$740,12/17/16,9.5,Texas
138,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$865,12/17/16,5,Massachusetts
139,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$452,4/29/17,10,Virginia
140,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,10,Pennsylvania
141,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$469,4/29/17,9.5,Oregon
142,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$438,4/29/17,8.5,Massachusetts
143,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$564,2/25/17,7,New York
144,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$670,2/25/17,12,Wisconsin
145,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$645,2/25/17,11.5,Connecticut
146,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$666,2/25/17,12,California
147,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$645,2/25/17,11.5,South Carolina
148,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$580,2/25/17,8.5,Maine
149,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$600,2/25/17,10,New York
150,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,450",9/9/17,13,New York
151,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,325",9/9/17,12,Illinois
152,Off-White,Nike-Air-Max-90-Off-White,$850,9/9/17,11,New Jersey
153,Off-White,Nike-Air-Presto-Off-White,"$1,299",9/9/17,11,Colorado
154,Off-White,Nike-Air-VaporMax-Off-White,"$2,399",9/9/17,11.5,Kentucky
155,Off-White,Nike-Blazer-Mid-Off-White,$720,9/9/17,9,New York
156,Off-White,Nike-Blazer-Mid-Off-White,$750,9/9/17,10.5,Florida
157,Yeezy,Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016,"$1,100",2/19/16,9.5,Virginia
158,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$700,11/23/16,13,New York
159,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,"$1,092",11/23/16,9,Alabama
160,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$829,2/11/17,8,California
161,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$747,2/11/17,9,New York
162,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$814,12/17/16,5,Oregon
163,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$446,4/29/17,9,California
164,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$490,4/29/17,13,Virginia
165,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$455,4/29/17,10.5,Florida
166,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,10,California
167,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$485,4/29/17,9.5,Wisconsin
168,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$608,2/25/17,8.5,Pennsylvania
169,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$567,2/25/17,8,California
170,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$580,2/25/17,14,Florida
171,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$587,2/25/17,9,Alabama
172,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$580,2/25/17,9,Illinois
173,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,799",9/9/17,10.5,Massachusetts
174,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,550",9/9/17,10,Delaware
175,Off-White,Nike-Air-Max-90-Off-White,$949,9/9/17,11.5,New York
176,Off-White,Nike-Air-Max-90-Off-White,"$1,100",9/9/17,9.5,New Jersey
177,Off-White,Nike-Air-Max-90-Off-White,$850,9/9/17,10,Virginia
178,Off-White,Nike-Air-Presto-Off-White,"$1,299",9/9/17,10,New Jersey
179,Off-White,Nike-Blazer-Mid-Off-White,$680,9/9/17,10,New Jersey
180,Yeezy,Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016,$999,2/19/16,12,Kentucky
181,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$990,9/24/16,10.5,Michigan
182,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$640,11/23/16,9.5,Oregon
183,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$695,11/23/16,10.5,Colorado
184,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$810,2/11/17,11,California
185,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$800,2/11/17,11,California
186,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$722,12/17/16,9.5,California
187,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$500,4/29/17,11.5,Texas
188,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$485,4/29/17,11,Washington
189,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$450,4/29/17,11,Texas
190,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$635,2/25/17,12,South Carolina
191,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$625,2/25/17,10,Nevada
192,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$665,2/25/17,12,California
193,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$579,2/25/17,14,Florida
194,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$620,2/25/17,9.5,Oregon
195,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,100",9/9/17,10,New York
196,Off-White,Nike-Air-Max-90-Off-White,$965,9/9/17,9,California
197,Off-White,Nike-Air-Max-90-Off-White,$940,9/9/17,8,New York
198,Off-White,Nike-Air-Presto-Off-White,"$1,329",9/9/17,9,California
199,Off-White,Nike-Air-Presto-Off-White,"$1,270",9/9/17,9,New York
200,Off-White,Nike-Air-Presto-Off-White,"$1,190",9/9/17,10,New Jersey
201,Off-White,Nike-Air-Presto-Off-White,"$1,300",9/9/17,11,Florida
202,Off-White,Nike-Air-VaporMax-Off-White,"$1,200",9/9/17,10.5,Ohio
203,Off-White,Nike-Blazer-Mid-Off-White,$930,9/9/17,13,Massachusetts
204,Off-White,Nike-Blazer-Mid-Off-White,$734,9/9/17,10,Oregon
205,Yeezy,Adidas-Yeezy-Boost-350-Low-Oxford-Tan,"$1,101",12/29/15,8,Nevada
206,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,"$1,100",9/24/16,11.5,Kentucky
207,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,"$1,050",9/24/16,11,California
208,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$640,11/23/16,10,California
209,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,"$1,200",11/23/16,12.5,Texas
210,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$810,2/11/17,10.5,Washington
211,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$861,2/11/17,11.5,New York
212,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$799,12/17/16,4,California
213,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,8,Ohio
214,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$447,4/29/17,11,New York
215,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,9,Michigan
216,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$479,4/29/17,10,Ohio
217,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$630,2/25/17,10.5,Ohio
218,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$622,2/25/17,11,Virginia
219,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$580,2/25/17,7.5,New York
220,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$650,2/25/17,10.5,Colorado
221,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$628,2/25/17,9.5,New York
222,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$567,2/25/17,9,Massachusetts
223,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,140",9/9/17,12,South Carolina
224,Off-White,Nike-Air-Max-90-Off-White,$830,9/9/17,10,California
225,Off-White,Nike-Air-Max-90-Off-White,$820,9/9/17,11,California
226,Off-White,Nike-Air-Presto-Off-White,"$1,700",9/9/17,13,New York
227,Off-White,Nike-Air-Presto-Off-White,"$1,239",9/9/17,10,Illinois
228,Off-White,Nike-Air-Presto-Off-White,"$1,150",9/9/17,10,New Jersey
229,Off-White,Nike-Air-VaporMax-Off-White,"$1,269",9/9/17,8,California
230,Off-White,Nike-Air-VaporMax-Off-White,"$1,300",9/9/17,6,Illinois
231,Off-White,Nike-Air-VaporMax-Off-White,"$1,135",9/9/17,10,New Jersey
232,Off-White,Nike-Blazer-Mid-Off-White,$770,9/9/17,12,California
233,Off-White,Nike-Blazer-Mid-Off-White,$735,9/9/17,9,Oregon
234,Off-White,Nike-Blazer-Mid-Off-White,$556,9/9/17,10.5,Ohio
235,Off-White,Nike-Blazer-Mid-Off-White,$620,9/9/17,10,New York
236,Yeezy,Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016,"$1,000",2/19/16,10,Florida
237,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$985,9/24/16,9,Maryland
238,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$985,9/24/16,10.5,North Carolina
239,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$650,11/23/16,9.5,Oregon
240,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$642,11/23/16,9.5,Oregon
241,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,"$1,049",11/23/16,7.5,California
242,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$750,2/11/17,9,California
243,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$715,2/11/17,8.5,Kansas
244,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$455,4/29/17,10.5,North Carolina
245,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$450,4/29/17,10.5,California
246,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,10.5,Ohio
247,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$475,4/29/17,8,Wisconsin
248,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$478,4/29/17,9.5,Virginia
249,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$515,4/29/17,11.5,New York
250,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$478,4/29/17,8,Texas
251,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$565,2/25/17,9,California
252,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$675,2/25/17,11.5,Pennsylvania
253,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$745,2/25/17,13.5,New York
254,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$745,2/25/17,12.5,Ohio
255,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$567,2/25/17,9,Ohio
256,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$631,2/25/17,11,Texas
257,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$630,2/25/17,11,New York
258,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$630,2/25/17,10,Michigan
259,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$610,2/25/17,8.5,Ohio
260,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$1,907",9/9/17,10.5,Illinois
261,Off-White,Nike-Air-Max-90-Off-White,$840,9/9/17,11,Florida
262,Off-White,Nike-Air-Max-90-Off-White,$920,9/9/17,8.5,Nevada
263,Off-White,Nike-Air-Max-90-Off-White,$850,9/9/17,12,New York
264,Off-White,Nike-Air-Presto-Off-White,"$1,200",9/9/17,10,Arizona
265,Off-White,Nike-Air-VaporMax-Off-White,"$1,100",9/9/17,10.5,California
266,Off-White,Nike-Air-VaporMax-Off-White,"$1,200",9/9/17,9.5,Texas
267,Off-White,Nike-Blazer-Mid-Off-White,$645,9/9/17,12,New York
268,Off-White,Nike-Blazer-Mid-Off-White,$600,9/9/17,8.5,Florida
269,Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,"$1,139",9/24/16,12,Michigan
270,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$750,11/23/16,10,California
271,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$641,11/23/16,10,Oregon
272,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$810,2/11/17,9.5,Maryland
273,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$712,12/17/16,10.5,Texas
274,Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$820,12/17/16,6,Oregon
275,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,11,Texas
276,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$459,4/29/17,8.5,Pennsylvania
277,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$529,4/29/17,12,Illinois
278,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$470,4/29/17,8.5,Minnesota
279,Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$460,4/29/17,10,New York
280,Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$606,2/25/17,9.5,New York
